timestamp,hour,day_of_week,is_weekend,outdoor_temperature,outdoor_humidity,occupancy,indoor_temperature,indoor_humidity,comfort_score,learning_quality,cooling_demand
2026-01-22 09:15:00,9,3,0,27.99,70.65,76,28.0,70.56,73.81,74.3,60.62
2026-01-22 09:20:00,9,3,0,26.04,74.14,102,26.64,73.21,77.94,70.6,58.32
2026-01-22 09:25:00,9,3,0,26.34,80.38,76,26.79,77.59,73.2,72.51,52.93
2026-01-22 09:30:00,9,3,0,26.3,75.98,103,27.5,74.74,75.55,70.38,63.05
2026-01-22 09:35:00,9,3,0,26.22,77.95,112,27.38,80.75,69.54,59.76,67.46
2026-01-22 09:40:00,9,3,0,27.65,67.61,102,28.9,65.94,75.5,69.08,68.03
2026-01-22 09:45:00,9,3,0,28.88,69.51,82,28.8,69.73,75.5,76.16,64.55
2026-01-22 09:50:00,9,3,0,27.24,70.66,108,28.06,72.17,74.72,67.37,67.29
2026-01-22 09:55:00,9,3,0,25.73,82.7,87,26.6,81.21,71.85,70.05,57.29
2026-01-22 10:00:00,10,3,0,25.69,73.5,100,26.92,73.31,77.81,71.83,58.38
2026-01-22 10:05:00,10,3,0,27.79,70.82,115,29.13,72.12,68.44,59.9,72.12
2026-01-22 10:10:00,10,3,0,29.78,63.1,98,30.9,63.08,71.5,68.46,79.24
2026-01-22 10:15:00,10,3,0,25.55,83.08,116,26.61,83.46,70.41,62.66,59.72
2026-01-22 10:20:00,10,3,0,27.83,68.47,109,29.48,70.82,69.74,63.52,74.11
2026-01-22 10:25:00,10,3,0,26.65,70.49,87,27.25,69.4,81.02,77.93,55.22
2026-01-22 10:30:00,10,3,0,29.06,66.57,105,30.63,66.88,68.93,63.48,78.45
2026-01-22 10:35:00,10,3,0,29.66,62.77,90,29.97,62.58,71.73,68.98,69.89
2026-01-22 10:40:00,10,3,0,29.5,64.5,89,30.49,62.4,74.4,72.97,76.7
2026-01-22 10:45:00,10,3,0,26.57,79.85,78,27.29,79.59,70.3,70.95,54.55
2026-01-22 10:50:00,10,3,0,25.84,74.57,102,26.81,76.48,77.1,70.09,58.1
2026-01-22 10:55:00,10,3,0,28.27,67.09,109,29.52,69.16,73.48,67.38,72.53
2026-01-22 11:00:00,11,3,0,27.51,69.02,40,26.84,64.02,86.73,87.32,41.52
2026-01-22 11:05:00,11,3,0,29.77,62.82,68,29.42,61.21,77.34,76.13,64.73
2026-01-22 11:10:00,11,3,0,28.38,69.26,74,28.72,66.01,77.81,79.8,60.92
2026-01-22 11:15:00,11,3,0,26.9,72.49,62,26.26,68.31,86.43,85.48,48.04
2026-01-22 11:20:00,11,3,0,28.53,65.01,42,27.51,58.71,87.36,87.79,49.47
2026-01-22 11:25:00,11,3,0,28.66,71.55,63,28.4,70.27,72.77,72.76,58.16
2026-01-22 11:30:00,11,3,0,28.5,69.89,64,28.66,66.0,79.5,81.15,59.98
2026-01-22 11:35:00,11,3,0,26.32,71.87,67,26.06,68.28,86.08,86.79,48.13
2026-01-22 11:40:00,11,3,0,27.52,74.9,40,26.87,71.92,76.91,77.78,43.82
2026-01-22 11:45:00,11,3,0,25.95,77.92,49,24.83,72.17,83.06,81.46,35.28
2026-01-22 11:50:00,11,3,0,25.92,76.82,58,25.25,73.29,86.72,87.8,43.64
2026-01-22 11:55:00,11,3,0,27.7,73.37,45,26.64,67.62,85.16,85.58,45.42
2026-01-22 12:00:00,12,3,0,34.81,46.48,64,34.94,41.63,48.34,47.11,88.23
2026-01-22 12:05:00,12,3,0,34.48,48.48,52,33.32,45.9,57.18,55.77,81.55
2026-01-22 12:10:00,12,3,0,31.24,65.06,58,30.71,60.35,74.82,73.15,69.15
2026-01-22 12:15:00,12,3,0,31.85,60.78,79,32.03,59.86,66.58,65.62,81.16
2026-01-22 12:20:00,12,3,0,34.17,51.27,68,34.22,48.45,60.36,61.39,88.34
2026-01-22 12:25:00,12,3,0,33.27,54.15,62,32.61,49.92,67.86,68.09,78.3
2026-01-22 12:30:00,12,3,0,30.68,67.49,55,30.58,65.75,68.71,67.04,67.89
2026-01-22 12:35:00,12,3,0,32.89,52.75,41,31.93,48.43,64.07,64.1,71.5
2026-01-22 12:40:00,12,3,0,33.53,53.51,53,33.15,51.28,67.1,66.83,80.36
2026-01-22 12:45:00,12,3,0,32.85,60.98,61,32.3,59.34,67.2,68.4,77.35
2026-01-22 12:50:00,12,3,0,35.89,42.65,65,35.41,40.93,47.53,48.03,95.17
2026-01-22 12:55:00,12,3,0,30.98,61.11,58,30.07,56.48,79.07,78.01,67.18
2026-01-22 13:00:00,13,3,0,35.76,44.44,31,34.78,39.21,46.49,46.79,84.59
2026-01-22 13:05:00,13,3,0,32.83,60.5,40,31.76,56.91,71.22,73.19,69.84
2026-01-22 13:10:00,13,3,0,35.5,51.81,22,34.14,44.21,52.69,52.33,76.4
2026-01-22 13:15:00,13,3,0,35.23,53.71,37,33.7,49.95,59.83,58.01,77.13
2026-01-22 13:20:00,13,3,0,31.22,56.94,35,29.58,52.25,79.16,78.29,57.07
2026-01-22 13:25:00,13,3,0,31.22,61.38,33,30.26,54.44,77.1,78.43,62.54
2026-01-22 13:30:00,13,3,0,33.1,55.63,21,31.83,49.14,67.82,67.93,65.12
2026-01-22 13:35:00,13,3,0,31.29,58.36,48,30.62,55.06,79.16,77.92,67.75
2026-01-22 13:40:00,13,3,0,35.3,46.85,30,33.98,39.6,48.89,49.19,76.82
2026-01-22 13:45:00,13,3,0,34.61,52.96,34,33.06,46.44,60.37,62.02,72.99
2026-01-22 13:50:00,13,3,0,31.66,58.83,27,30.5,51.19,76.39,77.11,58.48
2026-01-22 13:55:00,13,3,0,31.86,55.66,38,30.67,49.57,72.75,73.81,64.48
2026-01-22 14:00:00,14,3,0,35.28,44.69,89,35.6,44.82,48.41,45.4,100.0
2026-01-22 14:05:00,14,3,0,34.17,52.47,68,34.32,48.17,59.51,59.32,85.6
2026-01-22 14:10:00,14,3,0,35.03,48.16,62,34.51,47.02,58.0,56.08,87.89
2026-01-22 14:15:00,14,3,0,32.51,59.0,68,32.82,56.84,68.72,70.14,83.64
2026-01-22 14:20:00,14,3,0,35.96,45.31,74,35.91,43.42,48.67,50.06,100.0
2026-01-22 14:25:00,14,3,0,31.28,57.57,61,30.89,55.64,77.67,77.38,68.35
2026-01-22 14:30:00,14,3,0,35.17,45.62,87,35.72,43.56,45.22,42.49,98.54
2026-01-22 14:35:00,14,3,0,32.02,61.67,61,31.72,58.47,68.63,69.2,75.48
2026-01-22 14:40:00,14,3,0,35.15,53.39,90,35.83,51.24,53.56,52.86,100.0
2026-01-22 14:45:00,14,3,0,34.18,55.06,86,34.63,54.78,59.36,56.94,94.74
2026-01-22 14:50:00,14,3,0,33.28,53.42,82,33.21,51.11,62.0,63.42,88.85
2026-01-22 14:55:00,14,3,0,34.93,45.31,83,35.6,44.83,46.83,45.44,96.37
2026-01-22 15:00:00,15,3,0,35.54,51.71,60,34.75,48.36,55.58,56.48,89.58
2026-01-22 15:05:00,15,3,0,35.95,50.3,79,36.21,48.73,47.91,47.98,98.08
2026-01-22 15:10:00,15,3,0,33.54,53.99,99,34.66,55.74,57.96,52.83,97.63
2026-01-22 15:15:00,15,3,0,35.16,50.15,88,36.2,50.38,52.24,50.93,100.0
2026-01-22 15:20:00,15,3,0,33.33,56.39,64,32.94,54.79,70.93,72.44,79.32
2026-01-22 15:25:00,15,3,0,32.05,61.59,96,32.49,62.19,63.58,58.28,85.09
2026-01-22 15:30:00,15,3,0,34.7,48.21,78,34.72,48.28,56.44,56.94,94.43
2026-01-22 15:35:00,15,3,0,32.33,57.67,78,32.65,56.68,66.5,65.33,82.51
2026-01-22 15:40:00,15,3,0,34.17,55.12,84,34.8,53.09,57.02,55.3,95.76
2026-01-22 15:45:00,15,3,0,32.85,60.69,103,34.29,59.07,58.57,51.67,94.26
2026-01-22 15:50:00,15,3,0,30.05,67.46,88,30.42,66.13,67.01,66.64,75.05
2026-01-22 15:55:00,15,3,0,32.06,61.35,98,33.48,61.27,61.17,55.74,93.02
2026-01-22 16:00:00,16,3,0,30.67,60.5,21,28.45,52.68,82.24,83.75,49.11
2026-01-22 16:05:00,16,3,0,29.69,63.74,31,28.05,56.58,87.99,86.64,45.79
2026-01-22 16:10:00,16,3,0,28.03,73.83,33,26.31,68.48,85.37,83.64,40.39
2026-01-22 16:15:00,16,3,0,31.94,58.45,22,30.03,53.12,78.91,79.5,56.57
2026-01-22 16:20:00,16,3,0,31.38,64.66,26,29.71,58.77,78.99,78.87,54.03
2026-01-22 16:25:00,16,3,0,27.93,67.22,31,26.9,59.88,86.89,87.21,44.19
2026-01-22 16:30:00,16,3,0,29.4,67.41,34,28.38,62.02,80.43,80.58,52.74
2026-01-22 16:35:00,16,3,0,31.45,64.71,25,30.07,58.0,77.94,77.07,58.55
2026-01-22 16:40:00,16,3,0,27.64,71.12,36,25.97,64.43,90.07,88.72,41.08
2026-01-22 16:45:00,16,3,0,30.91,67.1,28,29.66,62.11,76.34,76.66,53.6
2026-01-22 16:50:00,16,3,0,31.58,65.12,33,30.51,58.41,72.94,73.61,57.91
2026-01-22 16:55:00,16,3,0,28.44,73.66,25,26.92,68.59,81.81,83.31,43.28
2026-01-22 17:00:00,17,3,0,31.3,64.1,39,29.85,58.0,76.53,76.04,59.12
2026-01-22 17:05:00,17,3,0,29.9,67.4,18,28.33,59.4,83.6,84.35,44.24
2026-01-22 17:10:00,17,3,0,31.76,60.73,26,30.01,54.29,81.77,80.92,53.68
2026-01-22 17:15:00,17,3,0,30.94,65.46,38,29.47,59.24,80.36,79.04,54.38
2026-01-22 17:20:00,17,3,0,31.97,61.99,25,30.44,56.43,79.91,81.07,56.16
2026-01-22 17:25:00,17,3,0,28.5,73.93,25,26.48,67.46,84.28,83.32,37.45
2026-01-22 17:30:00,17,3,0,27.44,71.66,36,26.03,65.09,86.1,85.43,41.97
2026-01-22 17:35:00,17,3,0,28.36,71.86,39,26.86,68.34,83.97,82.38,45.37
2026-01-22 17:40:00,17,3,0,31.72,64.13,20,29.49,56.47,80.19,79.16,54.68
2026-01-22 17:45:00,17,3,0,27.42,70.2,22,25.82,64.48,90.93,91.26,31.72
2026-01-22 17:50:00,17,3,0,27.22,71.11,17,25.46,66.09,89.6,88.48,28.63
2026-01-22 17:55:00,17,3,0,31.11,66.36,28,29.7,59.61,74.52,74.77,57.58
2026-01-22 18:00:00,18,3,0,30.88,67.27,7,28.13,60.49,80.55,80.65,44.17
2026-01-22 18:05:00,18,3,0,27.11,72.91,7,25.16,65.82,92.99,92.41,27.22
2026-01-22 18:10:00,18,3,0,27.16,71.08,0,24.92,63.23,94.19,95.76,27.5
2026-01-22 18:15:00,18,3,0,29.39,66.77,2,27.33,57.66,86.03,86.75,35.94
2026-01-22 18:20:00,18,3,0,27.83,67.5,5,25.96,60.85,91.33,89.54,31.55
2026-01-22 18:25:00,18,3,0,30.9,66.75,0,28.17,60.59,85.64,86.76,38.86
2026-01-22 18:30:00,18,3,0,28.08,68.07,10,26.35,61.81,91.24,91.01,31.39
2026-01-22 18:35:00,18,3,0,29.79,67.34,9,27.77,61.87,84.87,83.98,41.19
2026-01-22 18:40:00,18,3,0,30.74,66.59,0,28.27,58.97,81.08,80.18,41.44
2026-01-22 18:45:00,18,3,0,31.32,58.49,10,29.08,49.75,82.45,84.24,49.46
2026-01-22 18:50:00,18,3,0,29.63,64.57,3,27.43,56.9,89.54,89.74,39.02
2026-01-22 18:55:00,18,3,0,31.12,62.12,3,28.75,55.62,83.76,85.16,46.39
2026-01-22 19:00:00,19,3,0,20.36,95.0,8,18.25,86.86,49.31,47.99,0.0
2026-01-22 19:05:00,19,3,0,23.45,83.66,3,20.73,76.2,68.94,70.16,4.35
2026-01-22 19:10:00,19,3,0,22.91,85.63,7,20.91,78.23,65.77,65.66,9.07
2026-01-22 19:15:00,19,3,0,22.66,87.72,5,20.0,78.54,63.6,64.85,1.26
2026-01-22 19:20:00,19,3,0,23.78,86.46,4,21.48,78.63,64.71,65.83,8.88
2026-01-22 19:25:00,19,3,0,22.11,86.8,7,19.74,78.84,61.35,60.47,0.0
2026-01-22 19:30:00,19,3,0,24.14,86.99,9,22.17,78.18,67.92,68.45,16.09
2026-01-22 19:35:00,19,3,0,24.12,85.31,7,21.76,78.06,67.48,67.3,12.11
2026-01-22 19:40:00,19,3,0,24.13,80.49,2,21.21,74.64,66.51,67.12,8.41
2026-01-22 19:45:00,19,3,0,23.29,83.23,10,21.16,74.95,69.07,69.28,5.79
2026-01-22 19:50:00,19,3,0,22.9,84.98,0,20.13,78.8,62.44,62.95,0.0
2026-01-22 19:55:00,19,3,0,23.92,83.69,5,21.21,76.81,70.15,68.5,9.54
2026-01-22 20:00:00,20,3,0,24.42,82.6,7,21.78,76.34,72.97,74.47,11.63
2026-01-22 20:05:00,20,3,0,21.47,87.74,4,18.61,81.27,53.66,53.53,0.0
2026-01-22 20:10:00,20,3,0,21.72,87.96,8,19.15,82.42,55.27,53.3,0.0
2026-01-22 20:15:00,20,3,0,23.36,87.2,10,20.85,78.13,62.21,61.83,4.31
2026-01-22 20:20:00,20,3,0,23.22,80.88,4,20.39,75.03,64.92,64.96,4.35
2026-01-22 20:25:00,20,3,0,24.27,78.85,4,21.9,71.17,77.4,78.17,10.08
2026-01-22 20:30:00,20,3,0,22.52,87.86,3,20.38,80.35,61.55,61.13,0.17
2026-01-22 20:35:00,20,3,0,20.1,95.0,10,18.09,85.93,48.83,49.38,0.0
2026-01-22 20:40:00,20,3,0,24.06,87.34,10,21.47,78.69,65.14,66.16,12.3
2026-01-22 20:45:00,20,3,0,24.64,76.37,5,22.51,68.48,76.3,77.35,15.64
2026-01-22 20:50:00,20,3,0,23.07,89.19,2,20.16,80.11,58.66,59.14,0.0
2026-01-22 20:55:00,20,3,0,21.07,94.6,9,18.64,88.13,46.06,45.65,0.0
2026-01-22 21:00:00,21,3,0,23.6,80.17,5,21.2,72.32,73.0,73.92,7.2
2026-01-22 21:05:00,21,3,0,23.28,84.6,2,20.83,75.57,65.46,65.13,3.69
2026-01-22 21:10:00,21,3,0,22.08,93.02,8,19.61,87.45,53.67,52.08,0.0
2026-01-22 21:15:00,21,3,0,21.1,89.76,9,18.62,83.98,49.1,48.09,0.0
2026-01-22 21:20:00,21,3,0,20.84,95.0,1,18.4,87.83,46.13,46.02,0.0
2026-01-22 21:25:00,21,3,0,23.88,87.51,1,21.15,79.67,65.2,66.46,8.73
2026-01-22 21:30:00,21,3,0,23.54,85.81,1,21.06,79.85,62.02,63.37,6.95
2026-01-22 21:35:00,21,3,0,20.43,95.0,0,18.12,85.12,49.46,49.77,0.0
2026-01-22 21:40:00,21,3,0,21.67,92.65,5,19.12,83.09,56.39,54.91,0.0
2026-01-22 21:45:00,21,3,0,20.06,91.93,9,17.48,86.01,46.53,48.07,0.0
2026-01-22 21:50:00,21,3,0,24.08,86.33,9,21.94,80.34,69.16,69.6,14.58
2026-01-22 21:55:00,21,3,0,20.62,93.4,6,18.05,85.23,45.51,45.62,0.0
2026-01-22 22:00:00,22,3,0,21.11,90.13,4,18.93,80.91,54.32,53.84,0.0
2026-01-22 22:05:00,22,3,0,23.35,80.66,1,20.67,71.44,72.27,71.24,2.43
2026-01-22 22:10:00,22,3,0,22.51,90.81,10,20.2,83.6,60.68,59.07,1.44
2026-01-22 22:15:00,22,3,0,20.1,95.0,7,17.68,89.26,42.42,41.35,0.0
2026-01-22 22:20:00,22,3,0,24.63,84.16,0,21.99,76.07,71.43,72.98,8.51
2026-01-22 22:25:00,22,3,0,24.1,87.69,0,21.2,78.04,67.58,68.68,5.08
2026-01-22 22:30:00,22,3,0,22.56,87.13,8,20.59,79.51,62.52,60.63,3.38
2026-01-22 22:35:00,22,3,0,21.5,92.56,5,19.49,83.38,57.39,55.73,0.0
2026-01-22 22:40:00,22,3,0,23.9,82.17,6,21.77,72.85,71.55,71.64,12.56
2026-01-22 22:45:00,22,3,0,21.31,91.63,6,19.31,84.61,55.69,54.61,0.0
2026-01-22 22:50:00,22,3,0,24.64,76.73,6,22.15,68.86,76.12,76.63,14.52
2026-01-22 22:55:00,22,3,0,23.92,85.26,4,22.01,79.22,68.49,67.35,13.52
2026-01-22 23:00:00,23,3,0,24.9,84.85,0,21.91,76.62,70.3,70.21,12.26
2026-01-22 23:05:00,23,3,0,22.55,85.13,6,20.16,76.69,60.6,61.11,0.01
2026-01-22 23:10:00,23,3,0,23.25,86.42,7,20.87,80.57,63.25,62.26,3.86
2026-01-22 23:15:00,23,3,0,23.92,88.14,5,21.79,82.52,67.51,68.43,12.53
2026-01-22 23:20:00,23,3,0,24.18,79.75,1,22.05,71.95,74.79,75.38,10.95
2026-01-22 23:25:00,23,3,0,21.64,87.54,0,18.67,81.12,54.94,53.32,0.0
2026-01-22 23:30:00,23,3,0,20.2,91.72,0,17.9,82.82,50.45,49.33,0.0
2026-01-22 23:35:00,23,3,0,24.64,79.48,7,22.36,71.47,76.47,77.68,11.86
2026-01-22 23:40:00,23,3,0,22.11,84.34,10,19.94,78.29,63.92,63.1,3.82
2026-01-22 23:45:00,23,3,0,22.09,90.23,6,19.85,84.03,54.34,52.59,0.0
2026-01-22 23:50:00,23,3,0,20.7,89.83,8,18.91,82.54,55.39,56.02,0.0
2026-01-22 23:55:00,23,3,0,23.47,89.17,10,21.52,83.63,64.04,64.88,7.92
2026-01-23 00:00:00,0,4,0,23.97,80.93,7,21.5,74.26,68.65,69.03,9.65
2026-01-23 00:05:00,0,4,0,22.94,87.4,4,20.71,81.45,63.35,61.48,1.91
2026-01-23 00:10:00,0,4,0,24.18,78.35,6,21.8,71.74,74.55,75.32,12.54
2026-01-23 00:15:00,0,4,0,20.58,92.43,5,17.9,83.45,51.16,51.46,0.0
2026-01-23 00:20:00,0,4,0,22.12,83.9,2,20.18,76.86,62.3,60.58,2.94
2026-01-23 00:25:00,0,4,0,24.72,82.56,0,21.97,74.26,73.93,75.32,8.84
2026-01-23 00:30:00,0,4,0,24.22,78.58,3,21.88,71.41,77.0,78.43,10.31
2026-01-23 00:35:00,0,4,0,22.75,91.41,10,21.02,84.04,59.95,60.03,8.5
2026-01-23 00:40:00,0,4,0,20.74,87.96,6,18.82,81.19,55.2,56.86,0.0
2026-01-23 00:45:00,0,4,0,24.0,78.74,10,21.73,73.13,69.78,68.11,11.86
2026-01-23 00:50:00,0,4,0,23.3,88.89,5,21.2,81.46,63.74,61.83,9.93
2026-01-23 00:55:00,0,4,0,23.07,82.55,10,21.05,76.62,63.98,63.23,10.36
2026-01-23 01:00:00,1,4,0,23.38,87.54,4,20.72,78.38,65.88,64.33,2.88
2026-01-23 01:05:00,1,4,0,20.75,90.4,7,18.04,82.93,51.88,51.04,0.0
2026-01-23 01:10:00,1,4,0,21.63,93.35,1,19.57,83.83,52.35,50.79,0.0
2026-01-23 01:15:00,1,4,0,24.15,80.01,8,22.07,73.67,73.44,72.68,9.49
2026-01-23 01:20:00,1,4,0,24.43,82.19,7,22.64,73.21,76.69,75.0,14.31
2026-01-23 01:25:00,1,4,0,20.95,94.24,0,18.86,84.48,54.18,53.1,0.0
2026-01-23 01:30:00,1,4,0,22.83,83.77,5,20.61,76.18,68.0,68.82,3.65
2026-01-23 01:35:00,1,4,0,21.62,94.41,1,19.02,86.38,53.65,55.52,0.0
2026-01-23 01:40:00,1,4,0,21.84,84.54,10,19.88,79.28,63.09,61.38,0.0
2026-01-23 01:45:00,1,4,0,22.79,88.33,5,20.21,79.2,60.63,60.19,5.26
2026-01-23 01:50:00,1,4,0,20.61,90.31,4,18.06,82.49,51.98,50.42,0.0
2026-01-23 01:55:00,1,4,0,24.82,80.83,2,22.76,72.09,78.69,80.59,16.71
2026-01-23 02:00:00,2,4,0,22.86,83.91,3,20.71,76.59,65.18,63.23,2.84
2026-01-23 02:05:00,2,4,0,22.24,91.71,10,19.94,83.59,56.82,58.02,0.09
2026-01-23 02:10:00,2,4,0,21.4,91.7,8,18.94,83.94,51.48,52.02,0.0
2026-01-23 02:15:00,2,4,0,23.5,87.71,2,21.03,80.2,64.95,64.56,4.25
2026-01-23 02:20:00,2,4,0,20.39,93.35,2,18.39,85.65,51.46,50.11,0.0
2026-01-23 02:25:00,2,4,0,24.91,83.86,10,23.12,76.04,73.99,75.93,18.03
2026-01-23 02:30:00,2,4,0,21.86,93.73,3,19.58,85.83,52.97,53.26,0.0
2026-01-23 02:35:00,2,4,0,24.67,82.24,8,22.17,73.65,72.95,74.42,12.03
2026-01-23 02:40:00,2,4,0,22.46,90.84,10,20.18,82.95,60.0,58.4,2.24
2026-01-23 02:45:00,2,4,0,20.61,88.98,0,18.41,82.66,48.59,49.23,0.0
2026-01-23 02:50:00,2,4,0,21.38,87.41,1,19.21,79.14,56.45,55.25,0.0
2026-01-23 02:55:00,2,4,0,20.52,92.67,8,18.04,85.86,46.16,46.14,0.0
2026-01-23 03:00:00,3,4,0,24.93,77.16,3,22.4,68.49,77.61,77.37,15.18
2026-01-23 03:05:00,3,4,0,22.69,91.38,2,20.59,83.76,57.88,56.89,5.87
2026-01-23 03:10:00,3,4,0,22.77,82.89,6,20.84,75.61,64.34,65.53,8.09
2026-01-23 03:15:00,3,4,0,21.37,90.77,0,18.57,82.96,50.79,50.07,0.0
2026-01-23 03:20:00,3,4,0,22.0,87.51,7,19.3,81.41,54.12,53.68,0.0
2026-01-23 03:25:00,3,4,0,20.53,92.27,5,18.67,85.91,49.29,48.7,0.0
2026-01-23 03:30:00,3,4,0,24.54,84.9,9,22.09,77.14,68.51,69.66,12.2
2026-01-23 03:35:00,3,4,0,21.2,94.16,5,18.6,84.86,53.16,54.29,0.0
2026-01-23 03:40:00,3,4,0,23.05,83.51,8,21.22,75.78,71.08,70.1,7.65
2026-01-23 03:45:00,3,4,0,22.77,81.85,4,20.37,73.52,68.73,67.01,5.11
2026-01-23 03:50:00,3,4,0,24.54,79.49,3,21.73,73.53,74.38,72.85,12.26
2026-01-23 03:55:00,3,4,0,21.74,92.9,10,19.16,86.53,51.66,51.81,0.02
2026-01-23 04:00:00,4,4,0,24.93,78.78,6,22.86,69.66,81.13,80.04,17.01
2026-01-23 04:05:00,4,4,0,22.65,83.57,6,20.25,76.11,65.88,64.07,1.69
2026-01-23 04:10:00,4,4,0,21.51,86.77,3,18.68,79.83,51.93,52.54,0.0
2026-01-23 04:15:00,4,4,0,22.69,84.23,2,20.5,77.9,66.59,65.58,4.0
2026-01-23 04:20:00,4,4,0,20.08,93.42,7,17.45,85.92,47.81,46.29,0.0
2026-01-23 04:25:00,4,4,0,23.75,83.47,1,20.88,75.38,65.08,63.72,6.53
2026-01-23 04:30:00,4,4,0,21.5,89.36,9,19.44,83.53,52.16,51.89,0.4
2026-01-23 04:35:00,4,4,0,22.24,84.34,4,19.4,77.1,57.56,59.18,0.29
2026-01-23 04:40:00,4,4,0,21.43,93.68,3,19.21,86.98,48.83,49.42,0.0
2026-01-23 04:45:00,4,4,0,20.35,91.29,5,17.97,83.14,47.63,47.33,0.0
2026-01-23 04:50:00,4,4,0,24.66,83.64,9,22.13,75.82,74.78,75.74,11.77
2026-01-23 04:55:00,4,4,0,22.78,88.93,9,20.71,82.03,60.37,61.7,4.09
2026-01-23 05:00:00,5,4,0,21.5,86.44,4,19.53,77.17,60.7,59.74,0.85
2026-01-23 05:05:00,5,4,0,24.15,83.93,2,21.62,77.42,70.28,68.78,5.84
2026-01-23 05:10:00,5,4,0,24.22,85.58,6,21.44,79.19,64.09,63.84,10.21
2026-01-23 05:15:00,5,4,0,21.65,88.97,4,19.21,82.07,54.0,52.51,0.0
2026-01-23 05:20:00,5,4,0,23.01,88.64,2,21.0,79.21,65.4,65.01,2.59
2026-01-23 05:25:00,5,4,0,22.84,85.45,9,20.81,77.96,64.02,62.3,3.64
2026-01-23 05:30:00,5,4,0,24.88,82.09,8,22.28,73.54,73.06,72.55,11.5
2026-01-23 05:35:00,5,4,0,24.18,79.46,9,22.43,73.52,76.94,78.88,12.43
2026-01-23 05:40:00,5,4,0,23.64,87.39,2,21.49,77.83,65.59,66.94,5.28
2026-01-23 05:45:00,5,4,0,21.11,95.0,10,18.47,86.13,51.71,50.54,0.0
2026-01-23 05:50:00,5,4,0,23.25,84.65,9,20.76,79.15,66.13,66.16,4.82
2026-01-23 05:55:00,5,4,0,24.67,78.37,2,21.95,72.05,76.78,76.52,12.6
2026-01-23 06:00:00,6,4,0,20.53,95.0,0,18.3,86.33,49.81,49.06,0.0
2026-01-23 06:05:00,6,4,0,22.34,87.06,7,20.01,78.82,62.09,64.03,2.95
2026-01-23 06:10:00,6,4,0,20.18,93.02,9,18.28,86.88,47.26,46.32,0.0
2026-01-23 06:15:00,6,4,0,21.25,89.36,3,18.64,80.96,51.6,51.42,0.0
2026-01-23 06:20:00,6,4,0,22.18,90.95,9,19.84,85.62,56.9,55.1,3.17
2026-01-23 06:25:00,6,4,0,20.3,95.0,4,18.12,85.62,48.45,49.83,0.0
2026-01-23 06:30:00,6,4,0,24.8,79.04,4,22.47,69.69,76.74,75.92,15.79
2026-01-23 06:35:00,6,4,0,22.92,86.2,8,20.42,78.44,64.36,65.98,5.79
2026-01-23 06:40:00,6,4,0,24.68,82.4,10,22.25,74.88,72.04,73.11,16.71
2026-01-23 06:45:00,6,4,0,21.11,89.25,9,18.82,82.06,52.78,54.12,0.0
2026-01-23 06:50:00,6,4,0,20.7,95.0,7,18.32,86.02,49.94,51.32,0.0
2026-01-23 06:55:00,6,4,0,22.53,85.59,0,20.3,76.56,65.67,65.35,4.34
2026-01-23 07:00:00,7,4,0,22.6,82.74,6,19.99,76.34,65.19,64.91,3.26
2026-01-23 07:05:00,7,4,0,21.45,88.78,4,18.84,82.15,55.07,54.74,0.0
2026-01-23 07:10:00,7,4,0,20.15,92.03,9,17.86,84.06,46.65,44.84,0.0
2026-01-23 07:15:00,7,4,0,23.01,86.54,8,20.32,80.2,58.96,59.75,5.36
2026-01-23 07:20:00,7,4,0,23.16,82.86,10,21.25,74.56,66.8,65.35,10.15
2026-01-23 07:25:00,7,4,0,24.53,76.88,9,22.66,68.9,80.92,80.5,17.67
2026-01-23 07:30:00,7,4,0,21.48,88.28,3,19.33,79.71,57.69,55.96,0.32
2026-01-23 07:35:00,7,4,0,22.82,84.83,4,20.07,79.02,58.55,59.88,0.38
2026-01-23 07:40:00,7,4,0,22.44,85.04,2,19.66,76.94,62.42,62.84,0.0
2026-01-23 07:45:00,7,4,0,23.56,87.57,9,21.02,79.0,62.87,61.27,5.62
2026-01-23 07:50:00,7,4,0,23.82,80.5,8,21.6,71.56,71.54,70.41,10.02
2026-01-23 07:55:00,7,4,0,20.82,92.87,6,19.0,84.56,52.39,50.53,0.0
2026-01-23 08:00:00,8,4,0,24.4,85.16,12,22.44,78.72,69.01,68.24,12.46
2026-01-23 08:05:00,8,4,0,21.17,95.0,20,19.54,87.66,50.21,48.73,0.83
2026-01-23 08:10:00,8,4,0,22.73,82.35,18,20.65,76.37,62.91,64.15,8.88
2026-01-23 08:15:00,8,4,0,21.82,90.96,12,19.27,82.51,52.12,51.8,0.0
2026-01-23 08:20:00,8,4,0,24.56,84.16,21,22.91,78.92,71.19,70.0,17.14
2026-01-23 08:25:00,8,4,0,21.87,92.5,23,20.14,86.56,54.97,55.3,6.03
2026-01-23 08:30:00,8,4,0,24.98,75.42,22,22.76,69.35,77.12,76.53,17.27
2026-01-23 08:35:00,8,4,0,23.92,82.8,25,22.54,78.66,70.24,71.67,18.24
2026-01-23 08:40:00,8,4,0,20.13,95.0,14,18.16,89.9,47.55,48.33,0.0
2026-01-23 08:45:00,8,4,0,22.85,89.49,13,20.64,83.61,61.43,60.35,6.86
2026-01-23 08:50:00,8,4,0,23.46,86.21,29,21.63,80.1,66.56,65.93,12.97
